Date,Series,Amount,Serial,SN,Number,Place
18/11/2021,KN-395,100000,PO,PO 275739,275739,KAYAMKULAM
18/11/2021,KN-395,100000,PP,PP 478400,478400,KOTTAYAM
18/11/2021,KN-395,100000,PR,PR 131989,131989,ADIMALY
18/11/2021,KN-395,100000,PS,PS 626095,626095,WAYANADU
18/11/2021,KN-395,100000,PT,PT 479055,479055,KOTTAYAM
18/11/2021,KN-395,100000,PU,PU 666352,666352,CHERTHALA
18/11/2021,KN-395,100000,PV,PV 140203,140203,PAYYANUR
18/11/2021,KN-395,100000,PW,PW 832524,832524,THRISSUR
18/11/2021,KN-395,100000,PX,PX 673152,673152,NEYYATTINKARA
18/11/2021,KN-395,100000,PY,PY 869755,869755,VAIKKOM
18/11/2021,KN-395,100000,PZ,PZ 245154,245154,ERNAKULAM
25/11/2021,KN-396,8000000,PG,PG 721513,721513,WAYANADU
25/11/2021,KN-396,1000000,PK,PK 766292,766292,NEYYATTINKARA
25/11/2021,KN-396,100000,PA,PA 508181,508181,KATTAPPANA
25/11/2021,KN-396,100000,PB,PB 528912,528912,PAYYANUR
25/11/2021,KN-396,100000,PC,PC 474757,474757,PALAKKAD
25/11/2021,KN-396,100000,PD,PD 207332,207332,ALAPPUZHA
25/11/2021,KN-396,100000,PE,PE 732964,732964,VADAKARA
25/11/2021,KN-396,100000,PF,PF 410584,410584,ERNAKULAM
25/11/2021,KN-396,100000,PG,PG 581277,581277,THRISSUR
25/11/2021,KN-396,100000,PH,PH 132069,132069,GURUVAYOOR
25/11/2021,KN-396,100000,PJ,PJ 214755,214755,KOLLAM
25/11/2021,KN-396,100000,PK,PK 275125,275125,THIRUR
25/11/2021,KN-396,100000,PL,PL 706876,706876,CHERTHALA
25/11/2021,KN-396,100000,PM,PM 231132,231132,ERNAKULAM
02/12/2021,KN-397,8000000,PX,PX 169035,169035,ERNAKULAM
02/12/2021,KN-397,1000000,PX,PX 842013,842013,THIRUVANANTHAPURAM
02/12/2021,KN-397,100000,PN,PN 306907,306907,PAYYANUR
02/12/2021,KN-397,100000,PO,PO 577922,577922,THRISSUR
02/12/2021,KN-397,100000,PP,PP 663537,663537,PATHANAMTHITTA
02/12/2021,KN-397,100000,PR,PR 149688,149688,THRISSUR
02/12/2021,KN-397,100000,PS,PS 476576,476576,MALAPPURAM
02/12/2021,KN-397,100000,PT,PT 772095,772095,ERNAKULAM
02/12/2021,KN-397,100000,PU,PU 847758,847758,ATTINGAL
02/12/2021,KN-397,100000,PV,PV 808882,808882,THRISSUR
02/12/2021,KN-397,100000,PW,PW 168695,168695,ERNAKULAM
02/12/2021,KN-397,100000,PX,PX 636392,636392,THIRUVANANTHAPURAM
02/12/2021,KN-397,100000,PY,PY 767658,767658,KASARAGOD
02/12/2021,KN-397,100000,PZ,PZ 136120,136120,MANANTHAVADY
09/12/2021,KN-398,8000000,PB,PB 643922,643922,KANHANGAD
09/12/2021,KN-398,1000000,PB,PB 295896,295896,CHITTUR
09/12/2021,KN-398,100000,PA,PA 102621,102621,VADAKARA
09/12/2021,KN-398,100000,PB,PB 244064,244064,THIRUVANANTHAPURAM
09/12/2021,KN-398,100000,PC,PC 184209,184209,THRISSUR
09/12/2021,KN-398,100000,PD,PD 516419,516419,MANANTHAVADY
09/12/2021,KN-398,100000,PE,PE 480171,480171,MANANTHAVADY
09/12/2021,KN-398,100000,PF,PF 843380,843380,THRISSUR
09/12/2021,KN-398,100000,PG,PG 221588,221588,PALAKKAD
09/12/2021,KN-398,100000,PH,PH 369210,369210,THIRUVANANTHAPURAM
09/12/2021,KN-398,100000,PJ,PJ 345495,345495,ERNAKULAM
09/12/2021,KN-398,100000,PK,PK 621949,621949,MALAPPURAM
09/12/2021,KN-398,100000,PL,PL 171234,171234,PALAKKAD
09/12/2021,KN-398,100000,PM,PM 370444,370444,THIRUVANANTHAPURAM
16/12/2021,KN-399,8000000,PZ,PZ 265608,265608,THIRUVANANTHAPURAM
16/12/2021,KN-399,1000000,PR,PR 636164,636164,KOTTAYAM
16/12/2021,KN-399,100000,PN,PN 735539,735539,NEYYATTINKARA
16/12/2021,KN-399,100000,PO,PO 559478,559478,MALAPPURAM
16/12/2021,KN-399,100000,PP,PP 546626,546626,THRISSUR
16/12/2021,KN-399,100000,PR,PR 759711,759711,THRISSUR
16/12/2021,KN-399,100000,PS,PS 775859,775859,PATHANAMTHITTA
16/12/2021,KN-399,100000,PT,PT 529923,529923,KATTAPPANA
16/12/2021,KN-399,100000,PU,PU 269910,269910,THAMARASSERY
16/12/2021,KN-399,100000,PV,PV 221372,221372,KOTTAYAM
16/12/2021,KN-399,100000,PW,PW 101862,101862,PATHANAMTHITTA
16/12/2021,KN-399,100000,PX,PX 863416,863416,THIRUR
16/12/2021,KN-399,100000,PY,PY 768704,768704,VAIKKOM
16/12/2021,KN-399,100000,PZ,PZ 930922,930922,CHITTUR
23/12/2021,KN-400,8000000,PD,PD 392013,392013,KOTTAYAM
23/12/2021,KN-400,1000000,PD,PD 470040,470040,PUNALUR
23/12/2021,KN-400,100000,PA,PA 227727,227727,PALAKKAD
23/12/2021,KN-400,100000,PB,PB 567040,567040,KANNUR
23/12/2021,KN-400,100000,PC,PC 152175,152175,ALAPPUZHA
23/12/2021,KN-400,100000,PD,PD 894364,894364,THIRUR
23/12/2021,KN-400,100000,PE,PE 908718,908718,KASARAGOD
23/12/2021,KN-400,100000,PF,PF 174008,174008,PALAKKAD
23/12/2021,KN-400,100000,PG,PG 344012,344012,ERNAKULAM
23/12/2021,KN-400,100000,PH,PH 805021,805021,KOLLAM
23/12/2021,KN-400,100000,PJ,PJ 118597,118597,THAMARASSERY
23/12/2021,KN-400,100000,PK,PK 908299,908299,KASARAGOD
23/12/2021,KN-400,100000,PL,PL 523272,523272,PAYYANUR
23/12/2021,KN-400,100000,PM,PM 613256,613256,PATHANAMTHITTA
30/12/2021,KN-401,8000000,PW,PW 256951,256951,KOLLAM
30/12/2021,KN-401,1000000,PT,PT 445539,445539,PALAKKAD
30/12/2021,KN-401,100000,PN,PN 378451,378451,KOZHIKKODE
30/12/2021,KN-401,100000,PO,PO 916871,916871,KATTAPPANA
30/12/2021,KN-401,100000,PP,PP 353875,353875,KANHANGAD
30/12/2021,KN-401,100000,PR,PR 572275,572275,ERNAKULAM
30/12/2021,KN-401,100000,PS,PS 298409,298409,MOOVATTUPUZHA
30/12/2021,KN-401,100000,PT,PT 357772,357772,MALAPPURAM
30/12/2021,KN-401,100000,PU,PU 793944,793944,GURUVAYOOR
30/12/2021,KN-401,100000,PV,PV 173635,173635,IDUKKI
30/12/2021,KN-401,100000,PW,PW 918241,918241,PUNALUR
30/12/2021,KN-401,100000,PX,PX 768011,768011,PAYYANUR
30/12/2021,KN-401,100000,PY,PY 770988,770988,THRISSUR
30/12/2021,KN-401,100000,PZ,PZ 584041,584041,WAYANADU
06/01/2022,KN-402,8000000,PJ,PJ 839676,839676,ALAPPUZHA
06/01/2022,KN-402,1000000,PG,PG 790013,790013,KOTTAYAM
06/01/2022,KN-402,100000,PA,PA 504902,504902,KAYAMKULAM
06/01/2022,KN-402,100000,PB,PB 795956,795956,KOZHIKKODE
06/01/2022,KN-402,100000,PC,PC 255310,255310,PALAKKAD
06/01/2022,KN-402,100000,PD,PD 385147,385147,ERNAKULAM
06/01/2022,KN-402,100000,PE,PE 758296,758296,THIRUVANANTHAPURAM
06/01/2022,KN-402,100000,PF,PF 357737,357737,KOTTAYAM
06/01/2022,KN-402,100000,PG,PG 489863,489863,THIRUR
06/01/2022,KN-402,100000,PH,PH 169409,169409,KOZHIKKODE
06/01/2022,KN-402,100000,PJ,PJ 927855,927855,VADAKARA
06/01/2022,KN-402,100000,PK,PK 830096,830096,KOLLAM
06/01/2022,KN-402,100000,PL,PL 604259,604259,IDUKKI
06/01/2022,KN-402,100000,PM,PM 765759,765759,KANNUR
13/01/2022,KN-403,8000000,PR,PR 964294,964294,ADIMALY
13/01/2022,KN-403,1000000,PR,PR 145702,145702,THRISSUR
13/01/2022,KN-403,100000,PN,PN 286188,286188,KARUNAGAPALLY
13/01/2022,KN-403,100000,PO,PO 896199,896199,THIRUR
13/01/2022,KN-403,100000,PP,PP 568478,568478,PALAKKAD
13/01/2022,KN-403,100000,PR,PR 358439,358439,ERNAKULAM
13/01/2022,KN-403,100000,PS,PS 522900,522900,IRINJALAKUDA
13/01/2022,KN-403,100000,PT,PT 245885,245885,ERNAKULAM
13/01/2022,KN-403,100000,PU,PU 458744,458744,IRINJALAKUDA
13/01/2022,KN-403,100000,PV,PV 914884,914884,CHERTHALA
13/01/2022,KN-403,100000,PW,PW 763457,763457,CHITTUR
13/01/2022,KN-403,100000,PX,PX 472022,472022,IDUKKI
13/01/2022,KN-403,100000,PY,PY 891455,891455,VADAKARA
13/01/2022,KN-403,100000,PZ,PZ 809625,809625,KOTTAYAM
20/01/2022,KN-404,8000000,PC,PC 894845,894845,THIRUR
20/01/2022,KN-404,1000000,PH,PH 195200,195200,KOTTAYAM
20/01/2022,KN-404,100000,PA,PA 227606,227606,THRISSUR
20/01/2022,KN-404,100000,PB,PB 204018,204018,KOTTAYAM
20/01/2022,KN-404,100000,PC,PC 227318,227318,THRISSUR
20/01/2022,KN-404,100000,PD,PD 305493,305493,KOTTAYAM
20/01/2022,KN-404,100000,PE,PE 855707,855707,PUNALUR
20/01/2022,KN-404,100000,PF,PF 612709,612709,WAYANADU
20/01/2022,KN-404,100000,PG,PG 878707,878707,PAYYANUR
20/01/2022,KN-404,100000,PH,PH 380628,380628,THRISSUR
20/01/2022,KN-404,100000,PJ,PJ 325668,325668,GURUVAYOOR
20/01/2022,KN-404,100000,PK,PK 932044,932044,THIRUVANANTHAPURAM
20/01/2022,KN-404,100000,PL,PL 858860,858860,KANHANGAD
20/01/2022,KN-404,100000,PM,PM 743160,743160,MOOVATTUPUZHA
27/01/2022,KN-405,8000000,PV,PV 454524,454524,PATTAMBI
27/01/2022,KN-405,1000000,PP,PP 406493,406493,KOTTAYAM
27/01/2022,KN-405,100000,PN,PN 141616,141616,THIRUVANANTHAPURAM
27/01/2022,KN-405,100000,PO,PO 928028,928028,ATTINGAL
27/01/2022,KN-405,100000,PP,PP 218252,218252,KOTTAYAM
27/01/2022,KN-405,100000,PR,PR 739903,739903,KARUNAGAPALLY
27/01/2022,KN-405,100000,PS,PS 387108,387108,KOTTAYAM
27/01/2022,KN-405,100000,PT,PT 646657,646657,CHITTUR
27/01/2022,KN-405,100000,PU,PU 315815,315815,ATTINGAL
27/01/2022,KN-405,100000,PV,PV 601596,601596,IDUKKI
27/01/2022,KN-405,100000,PW,PW 261580,261580,THIRUVANANTHAPURAM
27/01/2022,KN-405,100000,PX,PX 548189,548189,THRISSUR
27/01/2022,KN-405,100000,PY,PY 689727,689727,NEYYATTINKARA
27/01/2022,KN-405,100000,PZ,PZ 623240,623240,KANNUR
03/02/2022,KN-406,8000000,PJ,PJ 745073,745073,VAIKKOM
03/02/2022,KN-406,1000000,PG,PG 290006,290006,VADAKARA
03/02/2022,KN-406,100000,PA,PA 692519,692519,PALAKKAD
03/02/2022,KN-406,100000,PB,PB 178115,178115,ERNAKULAM
03/02/2022,KN-406,100000,PC,PC 301779,301779,ALAPPUZHA
03/02/2022,KN-406,100000,PD,PD 799372,799372,MALAPPURAM
03/02/2022,KN-406,100000,PE,PE 880021,880021,CHITTUR
03/02/2022,KN-406,100000,PF,PF 280283,280283,IRINJALAKUDA
03/02/2022,KN-406,100000,PG,PG 679350,679350,ADIMALY
03/02/2022,KN-406,100000,PH,PH 671026,671026,ATTINGAL
03/02/2022,KN-406,100000,PJ,PJ 529500,529500,NEYYATTINKARA
03/02/2022,KN-406,100000,PK,PK 573028,573028,MALAPPURAM
03/02/2022,KN-406,100000,PL,PL 733023,733023,PALAKKAD
03/02/2022,KN-406,100000,PM,PM 148073,148073,PALAKKAD
10/02/2022,KN-407,8000000,PO,PO 681328,681328,ALAPPUZHA
10/02/2022,KN-407,1000000,PX,PX 118593,118593,VAIKKOM
10/02/2022,KN-407,100000,PN,PN 980256,980256,KOLLAM
10/02/2022,KN-407,100000,PO,PO 616701,616701,KOLLAM
10/02/2022,KN-407,100000,PP,PP 305911,305911,ERNAKULAM
10/02/2022,KN-407,100000,PR,PR 327505,327505,KATTAPPANA
10/02/2022,KN-407,100000,PS,PS 718156,718156,ALAPPUZHA
10/02/2022,KN-407,100000,PT,PT 463216,463216,PALAKKAD
10/02/2022,KN-407,100000,PU,PU 765188,765188,KANNUR
10/02/2022,KN-407,100000,PV,PV 432503,432503,IDUKKI
10/02/2022,KN-407,100000,PW,PW 624824,624824,KANNUR
10/02/2022,KN-407,100000,PX,PX 844501,844501,PATHANAMTHITTA
10/02/2022,KN-407,100000,PY,PY 777858,777858,ERNAKULAM
10/02/2022,KN-407,100000,PZ,PZ 925184,925184,NEYYATTINKARA
17/02/2022,KN-408,8000000,PD,PD 948502,948502,THIRUVANANTHAPURAM
17/02/2022,KN-408,1000000,PM,PM 654747,654747,KAYAMKULAM
17/02/2022,KN-408,100000,PA,PA 222249,222249,KANNUR
17/02/2022,KN-408,100000,PB,PB 959099,959099,KOLLAM
17/02/2022,KN-408,100000,PC,PC 747429,747429,CHERTHALA
17/02/2022,KN-408,100000,PD,PD 926532,926532,KOZHIKKODE
17/02/2022,KN-408,100000,PE,PE 693707,693707,PALAKKAD
17/02/2022,KN-408,100000,PF,PF 707096,707096,MANANTHAVADY
17/02/2022,KN-408,100000,PG,PG 899786,899786,ADOOR
17/02/2022,KN-408,100000,PH,PH 443286,443286,MANANTHAVADY
17/02/2022,KN-408,100000,PJ,PJ 825753,825753,KARUNAGAPALLY
17/02/2022,KN-408,100000,PK,PK 903520,903520,NEYYATTINKARA
17/02/2022,KN-408,100000,PL,PL 948491,948491,THIRUVANANTHAPURAM
17/02/2022,KN-408,100000,PM,PM 556459,556459,KANHANGAD
24/02/2022,KN-409,8000000,PS,PS 765115,765115,KAYAMKULAM
24/02/2022,KN-409,1000000,PS,PS 924155,924155,ERNAKULAM
24/02/2022,KN-409,100000,PN,PN 788004,788004,ALAPPUZHA
24/02/2022,KN-409,100000,PO,PO 659121,659121,CHERTHALA
24/02/2022,KN-409,100000,PP,PP 869803,869803,GURUVAYOOR
24/02/2022,KN-409,100000,PR,PR 940454,940454,VAIKKOM
24/02/2022,KN-409,100000,PS,PS 240186,240186,KOLLAM
24/02/2022,KN-409,100000,PT,PT 170077,170077,PALAKKAD
24/02/2022,KN-409,100000,PU,PU 229794,229794,PALAKKAD
24/02/2022,KN-409,100000,PV,PV 153073,153073,THIRUVANANTHAPURAM
24/02/2022,KN-409,100000,PW,PW 519881,519881,KANHANGAD
24/02/2022,KN-409,100000,PX,PX 643949,643949,KOZHIKKODE
24/02/2022,KN-409,100000,PY,PY 904147,904147,MANANTHAVADY
24/02/2022,KN-409,100000,PZ,PZ 471869,471869,ALAPPUZHA
03/03/2022,KN-410,8000000,PC,PC 344957,344957,THIRUVANANTHAPURAM
03/03/2022,KN-410,1000000,PK,PK 889486,889486,KANHANGAD
03/03/2022,KN-410,100000,PA,PA 569254,569254,PALAKKAD
03/03/2022,KN-410,100000,PB,PB 148549,148549,KOLLAM
03/03/2022,KN-410,100000,PC,PC 744377,744377,KATTAPPANA
03/03/2022,KN-410,100000,PD,PD 279241,279241,KANHANGAD
03/03/2022,KN-410,100000,PE,PE 629526,629526,PALAKKAD
03/03/2022,KN-410,100000,PF,PF 743794,743794,IRINJALAKUDA
03/03/2022,KN-410,100000,PG,PG 390994,390994,KOZHIKKODE
03/03/2022,KN-410,100000,PH,PH 552835,552835,KOTTAYAM
03/03/2022,KN-410,100000,PJ,PJ 707149,707149,GURUVAYOOR
03/03/2022,KN-410,100000,PK,PK 855807,855807,PUNALUR
03/03/2022,KN-410,100000,PL,PL 344457,344457,THIRUVANANTHAPURAM
03/03/2022,KN-410,100000,PM,PM 659857,659857,NEYYATTINKARA
10/03/2022,KN-411,8000000,PV,PV 722556,722556,PAYYANUR
10/03/2022,KN-411,1000000,PW,PW 815643,815643,KANNUR
10/03/2022,KN-411,100000,PN,PN 628809,628809,PALAKKAD
10/03/2022,KN-411,100000,PO,PO 197052,197052,PALAKKAD
10/03/2022,KN-411,100000,PP,PP 777059,777059,KOZHIKKODE
10/03/2022,KN-411,100000,PR,PR 847955,847955,THRISSUR
10/03/2022,KN-411,100000,PS,PS 877583,877583,ADIMALY
10/03/2022,KN-411,100000,PT,PT 147760,147760,KOTTAYAM
10/03/2022,KN-411,100000,PU,PU 718998,718998,GURUVAYOOR
10/03/2022,KN-411,100000,PV,PV 243005,243005,ERNAKULAM
10/03/2022,KN-411,100000,PW,PW 809031,809031,KOTTAYAM
10/03/2022,KN-411,100000,PX,PX 632384,632384,KOZHIKKODE
10/03/2022,KN-411,100000,PY,PY 692007,692007,CHITTUR
10/03/2022,KN-411,100000,PZ,PZ 425848,425848,THRISSUR
17/03/2022,KN-412,8000000,PB,PB 293783,293783,THIRUR
17/03/2022,KN-412,1000000,PF,PF 317062,317062,ATTINGAL
17/03/2022,KN-412,100000,PA,PA 855807,855807,THIRUR
17/03/2022,KN-412,100000,PB,PB 558776,558776,ERNAKULAM
17/03/2022,KN-412,100000,PC,PC 376310,376310,ERNAKULAM
17/03/2022,KN-412,100000,PD,PD 418853,418853,KOLLAM
17/03/2022,KN-412,100000,PE,PE 981636,981636,ERNAKULAM
17/03/2022,KN-412,100000,PF,PF 992779,992779,KASARAGOD
17/03/2022,KN-412,100000,PG,PG 469500,469500,ADOOR
17/03/2022,KN-412,100000,PH,PH 817557,817557,IDUKKI
17/03/2022,KN-412,100000,PJ,PJ 356917,356917,KANNUR
17/03/2022,KN-412,100000,PK,PK 915909,915909,MALAPPURAM
17/03/2022,KN-412,100000,PL,PL 459204,459204,IRINJALAKUDA
17/03/2022,KN-412,100000,PM,PM 849577,849577,ADIMALY
24/03/2022,KN-413,8000000,PU,PU 407524,407524,PALAKKAD
24/03/2022,KN-413,1000000,PV,PV 721452,721452,THAMARASSERY
24/03/2022,KN-413,100000,PN,PN 187953,187953,THRISSUR
24/03/2022,KN-413,100000,PO,PO 625208,625208,IDUKKI
24/03/2022,KN-413,100000,PP,PP 938530,938530,KARUNAGAPALLY
24/03/2022,KN-413,100000,PR,PR 276174,276174,CHERTHALA
24/03/2022,KN-413,100000,PS,PS 614678,614678,THRISSUR
24/03/2022,KN-413,100000,PT,PT 891858,891858,CHERTHALA
24/03/2022,KN-413,100000,PU,PU 425126,425126,KOTTAYAM
24/03/2022,KN-413,100000,PV,PV 477005,477005,ERNAKULAM
24/03/2022,KN-413,100000,PW,PW 449693,449693,KOLLAM
24/03/2022,KN-413,100000,PX,PX 508856,508856,ADOOR
24/03/2022,KN-413,100000,PY,PY 604514,604514,KASARAGOD
24/03/2022,KN-413,100000,PZ,PZ 371753,371753,THRISSUR
31/03/2022,KN-414,8000000,PK,PK 156490,156490,KOTTAYAM
31/03/2022,KN-414,1000000,PE,PE 665640,665640,MOOVATTUPUZHA
31/03/2022,KN-414,100000,PA,PA 438933,438933,KOZHIKKODE
31/03/2022,KN-414,100000,PB,PB 223090,223090,THIRUVANANTHAPURAM
31/03/2022,KN-414,100000,PC,PC 169605,169605,ERNAKULAM
31/03/2022,KN-414,100000,PD,PD 828572,828572,KOLLAM
31/03/2022,KN-414,100000,PE,PE 671040,671040,IDUKKI
31/03/2022,KN-414,100000,PF,PF 755751,755751,GURUVAYOOR
31/03/2022,KN-414,100000,PG,PG 299438,299438,PAYYANUR
31/03/2022,KN-414,100000,PH,PH 975848,975848,KAYAMKULAM
31/03/2022,KN-414,100000,PJ,PJ 709516,709516,PUNALUR
31/03/2022,KN-414,100000,PK,PK 901328,901328,ERNAKULAM
31/03/2022,KN-414,100000,PL,PL 453878,453878,ERNAKULAM
31/03/2022,KN-414,100000,PM,PM 101909,101909,PALAKKAD
07/04/2022,KN-415,8000000,PO,PO 269359,269359,THAMARASSERY
07/04/2022,KN-415,1000000,PS,PS 102208,102208,MALAPPURAM
07/04/2022,KN-415,100000,PN,PN 971169,971169,PALAKKAD
07/04/2022,KN-415,100000,PO,PO 433813,433813,ALAPPUZHA
07/04/2022,KN-415,100000,PP,PP 270666,270666,KATTAPPANA
07/04/2022,KN-415,100000,PR,PR 657738,657738,PAYYANUR
07/04/2022,KN-415,100000,PS,PS 548567,548567,THIRUVANANTHAPURAM
07/04/2022,KN-415,100000,PT,PT 827701,827701,KANNUR
07/04/2022,KN-415,100000,PU,PU 566798,566798,KOLLAM
07/04/2022,KN-415,100000,PV,PV 396907,396907,MALAPPURAM
07/04/2022,KN-415,100000,PW,PW 685331,685331,KOTTAYAM
07/04/2022,KN-415,100000,PX,PX 405398,405398,KOLLAM
07/04/2022,KN-415,100000,PY,PY 274580,274580,CHITTUR
07/04/2022,KN-415,100000,PZ,PZ 180470,180470,KOLLAM
14/04/2022,KN-416,8000000,PD,PD 436257,436257,KOTTAYAM
14/04/2022,KN-416,1000000,PJ,PJ 534417,534417,MANANTHAVADY
14/04/2022,KN-416,100000,PA,PA 277503,277503,VAIKKOM
14/04/2022,KN-416,100000,PB,PB 378347,378347,ERNAKULAM
14/04/2022,KN-416,100000,PC,PC 299715,299715,CHERTHALA
14/04/2022,KN-416,100000,PD,PD 739781,739781,KAYAMKULAM
14/04/2022,KN-416,100000,PE,PE 517515,517515,VAIKKOM
14/04/2022,KN-416,100000,PF,PF 569103,569103,KOTTAYAM
14/04/2022,KN-416,100000,PG,PG 760614,760614,THIRUVANANTHAPURAM
14/04/2022,KN-416,100000,PH,PH 952802,952802,KAYAMKULAM
14/04/2022,KN-416,100000,PJ,PJ 765230,765230,KANNUR
14/04/2022,KN-416,100000,PK,PK 403008,403008,KANNUR
14/04/2022,KN-416,100000,PL,PL 213298,213298,THIRUVANANTHAPURAM
14/04/2022,KN-416,100000,PM,PM 742091,742091,NEYYATTINKARA
21/04/2022,KN-417,8000000,PU,PU 542625,542625,ERNAKULAM
21/04/2022,KN-417,1000000,PR,PR 596742,596742,KOLLAM
21/04/2022,KN-417,100000,PN,PN 127753,127753,CHITTUR
21/04/2022,KN-417,100000,PO,PO 594716,594716,KOTTAYAM
21/04/2022,KN-417,100000,PP,PP 525780,525780,GURUVAYOOR
21/04/2022,KN-417,100000,PR,PR 218762,218762,PATHANAMTHITTA
21/04/2022,KN-417,100000,PS,PS 452610,452610,CHITTUR
21/04/2022,KN-417,100000,PT,PT 920940,920940,KOTTAYAM
21/04/2022,KN-417,100000,PU,PU 561779,561779,NEYYATTINKARA
21/04/2022,KN-417,100000,PV,PV 894573,894573,THIRUR
21/04/2022,KN-417,100000,PW,PW 517276,517276,IRINJALAKUDA
21/04/2022,KN-417,100000,PX,PX 376290,376290,KANNUR
21/04/2022,KN-417,100000,PY,PY 642866,642866,PATHANAMTHITTA
21/04/2022,KN-417,100000,PZ,PZ 969921,969921,PATTAMBI
28/04/2022,KN-418,8000000,PL,PL 679285,679285,NEYYATTINKARA
28/04/2022,KN-418,1000000,PJ,PJ 137294,137294,NEYYATTINKARA
28/04/2022,KN-418,100000,PA,PA 755668,755668,KARUNAGAPALLY
28/04/2022,KN-418,100000,PB,PB 304748,304748,ADIMALY
28/04/2022,KN-418,100000,PC,PC 661621,661621,KARUNAGAPALLY
28/04/2022,KN-418,100000,PD,PD 923895,923895,PUNALUR
28/04/2022,KN-418,100000,PE,PE 568917,568917,KOLLAM
28/04/2022,KN-418,100000,PF,PF 574453,574453,PUNALUR
28/04/2022,KN-418,100000,PG,PG 803196,803196,KATTAPPANA
28/04/2022,KN-418,100000,PH,PH 635304,635304,THIRUVANANTHAPURAM
28/04/2022,KN-418,100000,PJ,PJ 283500,283500,CHITTUR
28/04/2022,KN-418,100000,PK,PK 760278,760278,ERNAKULAM
28/04/2022,KN-418,100000,PL,PL 948898,948898,PATTAMBI
28/04/2022,KN-418,100000,PM,PM 514165,514165,IRINJALAKUDA
05/05/2022,KN-419,8000000,PZ,PZ 145893,145893,KOLLAM
05/05/2022,KN-419,1000000,PR,PR 244146,244146,PALAKKAD
05/05/2022,KN-419,100000,PN,PN 529095,529095,PATTAMBI
05/05/2022,KN-419,100000,PO,PO 677322,677322,IRINJALAKUDA
05/05/2022,KN-419,100000,PP,PP 189301,189301,ERNAKULAM
05/05/2022,KN-419,100000,PR,PR 127511,127511,MOOVATTUPUZHA
05/05/2022,KN-419,100000,PS,PS 847583,847583,CHERTHALA
05/05/2022,KN-419,100000,PT,PT 960969,960969,ERNAKULAM
05/05/2022,KN-419,100000,PU,PU 958725,958725,ERNAKULAM
05/05/2022,KN-419,100000,PV,PV 648405,648405,MOOVATTUPUZHA
05/05/2022,KN-419,100000,PW,PW 469461,469461,MOOVATTUPUZHA
05/05/2022,KN-419,100000,PX,PX 248842,248842,ALAPPUZHA
05/05/2022,KN-419,100000,PY,PY 594064,594064,PALAKKAD
05/05/2022,KN-419,100000,PZ,PZ 413793,413793,KOTTAYAM
