Date,Series,Amount,Serial,SN,Number,Place
25/02/2024,AK-640,100000,AN,AN 425330,425330,KOTTAYAM
25/02/2024,AK-640,100000,AO,AO 738908,738908,PATTAMBI
25/02/2024,AK-640,100000,AP,AP 276029,276029,PUNALUR
25/02/2024,AK-640,100000,AR,AR 335745,335745,KOZHIKKODE
25/02/2024,AK-640,100000,AS,AS 686195,686195,MOOVATTUPUZHA
25/02/2024,AK-640,100000,AT,AT 469792,469792,KATTAPPANA
25/02/2024,AK-640,100000,AU,AU 257608,257608,ERNAKULAM
25/02/2024,AK-640,100000,AV,AV 563665,563665,ALAPPUZHA
25/02/2024,AK-640,100000,AW,AW 635564,635564,PALAKKAD
25/02/2024,AK-640,100000,AX,AX 206468,206468,THRISSUR
25/02/2024,AK-640,100000,AY,AY 958195,958195,IDUKKI
25/02/2024,AK-640,100000,AZ,AZ 635373,635373,PALAKKAD
03/03/2024,AK-641,7000000,AL,AL 750171,750171,ALAPPUZHA
03/03/2024,AK-641,500000,AJ,AJ 571457,571457,MOOVATTUPUZHA
03/03/2024,AK-641,100000,AA,AA 288574,288574,IRINJALAKUDA
03/03/2024,AK-641,100000,AB,AB 521093,521093,VAIKKOM
03/03/2024,AK-641,100000,AC,AC 278230,278230,NEYYATTINKARA
03/03/2024,AK-641,100000,AD,AD 745297,745297,PUNALUR
03/03/2024,AK-641,100000,AE,AE 739444,739444,CHERTHALA
03/03/2024,AK-641,100000,AF,AF 145015,145015,THRISSUR
03/03/2024,AK-641,100000,AG,AG 940026,940026,CHITTUR
03/03/2024,AK-641,100000,AH,AH 416202,416202,KOLLAM
03/03/2024,AK-641,100000,AJ,AJ 573921,573921,ADOOR
03/03/2024,AK-641,100000,AK,AK 753194,753194,PATHANAMTHITTA
03/03/2024,AK-641,100000,AL,AL 292219,292219,IRINJALAKUDA
03/03/2024,AK-641,100000,AM,AM 544496,544496,KOTTAYAM
10/03/2024,AK-642,7000000,AY,AY 945870,945870,KARUNAGAPALLY
10/03/2024,AK-642,500000,AY,AY 835256,835256,ERNAKULAM
10/03/2024,AK-642,100000,AN,AN 212024,212024,ERNAKULAM
10/03/2024,AK-642,100000,AO,AO 295120,295120,GURUVAYOOR
10/03/2024,AK-642,100000,AP,AP 630704,630704,VAIKKOM
10/03/2024,AK-642,100000,AR,AR 983633,983633,PALAKKAD
10/03/2024,AK-642,100000,AS,AS 969950,969950,CHERTHALA
10/03/2024,AK-642,100000,AT,AT 585594,585594,PUNALUR
10/03/2024,AK-642,100000,AU,AU 236317,236317,THRISSUR
10/03/2024,AK-642,100000,AV,AV 168110,168110,THRISSUR
10/03/2024,AK-642,100000,AW,AW 930452,930452,ATTINGAL
10/03/2024,AK-642,100000,AX,AX 106041,106041,GURUVAYOOR
10/03/2024,AK-642,100000,AY,AY 911778,911778,THIRUVANANTHAPURAM
10/03/2024,AK-642,100000,AZ,AZ 164676,164676,THRISSUR
17/03/2024,AK-643,7000000,AD,AD 232237,232237,THIRUVANANTHAPURAM
17/03/2024,AK-643,500000,AL,AL 923745,923745,ERNAKULAM
17/03/2024,AK-643,100000,AA,AA 715435,715435,KAYAMKULAM
17/03/2024,AK-643,100000,AB,AB 230605,230605,THIRUVANANTHAPURAM
17/03/2024,AK-643,100000,AC,AC 608748,608748,PATHANAMTHITTA
17/03/2024,AK-643,100000,AD,AD 929868,929868,KOLLAM
17/03/2024,AK-643,100000,AE,AE 879762,879762,GURUVAYOOR
17/03/2024,AK-643,100000,AF,AF 500894,500894,KOLLAM
17/03/2024,AK-643,100000,AG,AG 838251,838251,THRISSUR
17/03/2024,AK-643,100000,AH,AH 290105,290105,CHITTUR
17/03/2024,AK-643,100000,AJ,AJ 284272,284272,IRINJALAKUDA
17/03/2024,AK-643,100000,AK,AK 205930,205930,PALAKKAD
17/03/2024,AK-643,100000,AL,AL 263625,263625,MALAPPURAM
17/03/2024,AK-643,100000,AM,AM 783716,783716,KASARAGOD
24/03/2024,AK-644,7000000,AP,AP 175020,175020,KOTTAYAM
24/03/2024,AK-644,500000,AY,AY 403916,403916,KANNUR
24/03/2024,AK-644,100000,AN,AN 849071,849071,ATTINGAL
24/03/2024,AK-644,100000,AO,AO 606373,606373,KOTTAYAM
24/03/2024,AK-644,100000,AP,AP 286898,286898,GURUVAYOOR
24/03/2024,AK-644,100000,AR,AR 379037,379037,KANNUR
24/03/2024,AK-644,100000,AS,AS 489513,489513,PATTAMBI
24/03/2024,AK-644,100000,AT,AT 227050,227050,KOTTAYAM
24/03/2024,AK-644,100000,AU,AU 860683,860683,PATTAMBI
24/03/2024,AK-644,100000,AV,AV 384211,384211,KOTTAYAM
24/03/2024,AK-644,100000,AW,AW 102405,102405,THIRUVANANTHAPURAM
24/03/2024,AK-644,100000,AX,AX 149135,149135,WAYANADU
24/03/2024,AK-644,100000,AY,AY 222180,222180,THIRUVANANTHAPURAM
24/03/2024,AK-644,100000,AZ,AZ 204524,204524,PATHANAMTHITTA
31/03/2024,AK-645,7000000,AJ,AJ 884507,884507,ATTINGAL
31/03/2024,AK-645,500000,AM,AM 200671,200671,IDUKKI
31/03/2024,AK-645,100000,AA,AA 352818,352818,KOLLAM
31/03/2024,AK-645,100000,AB,AB 144143,144143,KOZHIKKODE
31/03/2024,AK-645,100000,AC,AC 609575,609575,KOLLAM
31/03/2024,AK-645,100000,AD,AD 645251,645251,CHITTUR
31/03/2024,AK-645,100000,AE,AE 905275,905275,ALAPPUZHA
31/03/2024,AK-645,100000,AF,AF 997251,997251,ATTINGAL
31/03/2024,AK-645,100000,AG,AG 692953,692953,NEYYATTINKARA
31/03/2024,AK-645,100000,AH,AH 112046,112046,KAYAMKULAM
31/03/2024,AK-645,100000,AJ,AJ 493868,493868,VAIKKOM
31/03/2024,AK-645,100000,AK,AK 741813,741813,KAYAMKULAM
31/03/2024,AK-645,100000,AL,AL 442264,442264,THIRUVANANTHAPURAM
31/03/2024,AK-645,100000,AM,AM 372653,372653,PATHANAMTHITTA
07/04/2024,AK-646,7000000,AY,AY 174158,174158,ERNAKULAM
07/04/2024,AK-646,500000,AN,AN 381793,381793,THIRUVANANTHAPURAM
07/04/2024,AK-646,100000,AN,AN 406881,406881,THIRUVANANTHAPURAM
07/04/2024,AK-646,100000,AO,AO 673169,673169,ATTINGAL
07/04/2024,AK-646,100000,AP,AP 892509,892509,THRISSUR
07/04/2024,AK-646,100000,AR,AR 381607,381607,THIRUVANANTHAPURAM
07/04/2024,AK-646,100000,AS,AS 975215,975215,THIRUR
07/04/2024,AK-646,100000,AT,AT 670917,670917,KARUNAGAPALLY
07/04/2024,AK-646,100000,AU,AU 188466,188466,KOLLAM
07/04/2024,AK-646,100000,AV,AV 370798,370798,KANNUR
07/04/2024,AK-646,100000,AW,AW 208406,208406,KOLLAM
07/04/2024,AK-646,100000,AX,AX 343215,343215,PATTAMBI
07/04/2024,AK-646,100000,AY,AY 868169,868169,THIRUR
07/04/2024,AK-646,100000,AZ,AZ 137349,137349,PATTAMBI
14/04/2024,AK-647,7000000,AC,AC 193350,193350,ERNAKULAM
14/04/2024,AK-647,500000,AE,AE 808916,808916,THIRUVANANTHAPURAM
14/04/2024,AK-647,100000,AA,AA 131060,131060,MANANTHAVADY
14/04/2024,AK-647,100000,AB,AB 467417,467417,KOLLAM
14/04/2024,AK-647,100000,AC,AC 127119,127119,NEYYATTINKARA
14/04/2024,AK-647,100000,AD,AD 544683,544683,THRISSUR
14/04/2024,AK-647,100000,AE,AE 188772,188772,KOZHIKKODE
14/04/2024,AK-647,100000,AF,AF 416609,416609,ERNAKULAM
14/04/2024,AK-647,100000,AG,AG 393516,393516,ERNAKULAM
14/04/2024,AK-647,100000,AH,AH 537167,537167,CHERTHALA
14/04/2024,AK-647,100000,AJ,AJ 328564,328564,THIRUR
14/04/2024,AK-647,100000,AK,AK 311097,311097,CHITTUR
14/04/2024,AK-647,100000,AL,AL 195050,195050,ERNAKULAM
14/04/2024,AK-647,100000,AM,AM 501981,501981,IDUKKI
21/04/2024,AK-648,7000000,AX,AX 897550,897550,PAYYANUR
21/04/2024,AK-648,500000,AP,AP 546090,546090,WAYANADU
21/04/2024,AK-648,100000,AN,AN 839254,839254,KOTTAYAM
21/04/2024,AK-648,100000,AO,AO 977873,977873,PATTAMBI
21/04/2024,AK-648,100000,AP,AP 363292,363292,PATHANAMTHITTA
21/04/2024,AK-648,100000,AR,AR 314251,314251,CHITTUR
21/04/2024,AK-648,100000,AS,AS 184751,184751,THRISSUR
21/04/2024,AK-648,100000,AT,AT 877978,877978,ALAPPUZHA
21/04/2024,AK-648,100000,AU,AU 384801,384801,THRISSUR
21/04/2024,AK-648,100000,AV,AV 341483,341483,KANNUR
21/04/2024,AK-648,100000,AW,AW 199941,199941,KOTTAYAM
21/04/2024,AK-648,100000,AX,AX 827807,827807,ERNAKULAM
21/04/2024,AK-648,100000,AY,AY 838704,838704,KOTTAYAM
21/04/2024,AK-648,100000,AZ,AZ 958847,958847,VAIKKOM
28/04/2024,AK-649,7000000,AK,AK 815501,815501,IDUKKI
28/04/2024,AK-649,500000,AF,AF 212178,212178,PALAKKAD
28/04/2024,AK-649,100000,AA,AA 497770,497770,NEYYATTINKARA
28/04/2024,AK-649,100000,AB,AB 725800,725800,KAYAMKULAM
28/04/2024,AK-649,100000,AC,AC 248061,248061,KOTTAYAM
28/04/2024,AK-649,100000,AD,AD 210416,210416,KOLLAM
28/04/2024,AK-649,100000,AE,AE 925014,925014,IDUKKI
28/04/2024,AK-649,100000,AF,AF 996457,996457,KOTTAYAM
28/04/2024,AK-649,100000,AG,AG 445923,445923,KOZHIKKODE
28/04/2024,AK-649,100000,AH,AH 735086,735086,NEYYATTINKARA
28/04/2024,AK-649,100000,AJ,AJ 200208,200208,WAYANADU
28/04/2024,AK-649,100000,AK,AK 302260,302260,THIRUR
28/04/2024,AK-649,100000,AL,AL 352423,352423,ERNAKULAM
28/04/2024,AK-649,100000,AM,AM 429955,429955,KANNUR
05/05/2024,AK-650,7000000,AV,AV 499424,499424,KARUNAGAPALLY
05/05/2024,AK-650,500000,AW,AW 203537,203537,PATHANAMTHITTA
05/05/2024,AK-650,100000,AN,AN 485237,485237,NEYYATTINKARA
05/05/2024,AK-650,100000,AO,AO 423926,423926,THIRUVANANTHAPURAM
05/05/2024,AK-650,100000,AP,AP 612488,612488,KANNUR
05/05/2024,AK-650,100000,AR,AR 370592,370592,PALAKKAD
05/05/2024,AK-650,100000,AS,AS 836328,836328,PUNALUR
05/05/2024,AK-650,100000,AT,AT 211427,211427,ERNAKULAM
05/05/2024,AK-650,100000,AU,AU 109122,109122,VAIKKOM
05/05/2024,AK-650,100000,AV,AV 913058,913058,THRISSUR
05/05/2024,AK-650,100000,AW,AW 390284,390284,KANNUR
05/05/2024,AK-650,100000,AX,AX 604779,604779,KOTTAYAM
05/05/2024,AK-650,100000,AY,AY 810541,810541,KOLLAM
05/05/2024,AK-650,100000,AZ,AZ 224574,224574,THIRUVANANTHAPURAM
12/05/2024,AK-651,7000000,AK,AK 248577,248577,KOTTAYAM
12/05/2024,AK-651,500000,AH,AH 940215,940215,KOLLAM
12/05/2024,AK-651,100000,AA,AA 299630,299630,PAYYANUR
12/05/2024,AK-651,100000,AB,AB 102459,102459,PALAKKAD
12/05/2024,AK-651,100000,AC,AC 810796,810796,ADOOR
12/05/2024,AK-651,100000,AD,AD 732723,732723,KOTTAYAM
12/05/2024,AK-651,100000,AE,AE 852866,852866,PALAKKAD
12/05/2024,AK-651,100000,AF,AF 318509,318509,THAMARASSERY
12/05/2024,AK-651,100000,AG,AG 198302,198302,WAYANADU
12/05/2024,AK-651,100000,AH,AH 299651,299651,PAYYANUR
12/05/2024,AK-651,100000,AJ,AJ 481158,481158,NEYYATTINKARA
12/05/2024,AK-651,100000,AK,AK 199107,199107,WAYANADU
12/05/2024,AK-651,100000,AL,AL 337355,337355,NEYYATTINKARA
12/05/2024,AK-651,100000,AM,AM 158502,158502,KOTTAYAM
19/05/2024,AK-652,7000000,AS,AS 564449,564449,WAYANADU
19/05/2024,AK-652,500000,AO,AO 547167,547167,ALAPPUZHA
19/05/2024,AK-652,100000,AN,AN 689410,689410,VAIKKOM
19/05/2024,AK-652,100000,AO,AO 513160,513160,GURUVAYOOR
19/05/2024,AK-652,100000,AP,AP 227729,227729,THIRUVANANTHAPURAM
19/05/2024,AK-652,100000,AR,AR 187969,187969,KOLLAM
19/05/2024,AK-652,100000,AS,AS 492535,492535,PUNALUR
19/05/2024,AK-652,100000,AT,AT 507213,507213,PUNALUR
19/05/2024,AK-652,100000,AU,AU 253244,253244,KOTTAYAM
19/05/2024,AK-652,100000,AV,AV 335928,335928,GURUVAYOOR
19/05/2024,AK-652,100000,AW,AW 974392,974392,MANANTHAVADY
19/05/2024,AK-652,100000,AX,AX 734672,734672,PATTAMBI
19/05/2024,AK-652,100000,AY,AY 797795,797795,KOZHIKKODE
19/05/2024,AK-652,100000,AZ,AZ 674485,674485,IRINJALAKUDA
26/05/2024,AK-653,7000000,AC,AC 592783,592783,KOLLAM
26/05/2024,AK-653,500000,AF,AF 449812,449812,IRINJALAKUDA
26/05/2024,AK-653,100000,AA,AA 578207,578207,ERNAKULAM
26/05/2024,AK-653,100000,AB,AB 306788,306788,GURUVAYOOR
26/05/2024,AK-653,100000,AC,AC 559638,559638,KOZHIKKODE
26/05/2024,AK-653,100000,AD,AD 108425,108425,NEYYATTINKARA
26/05/2024,AK-653,100000,AE,AE 690585,690585,ERNAKULAM
26/05/2024,AK-653,100000,AF,AF 582682,582682,KANNUR
26/05/2024,AK-653,100000,AG,AG 722193,722193,ERNAKULAM
26/05/2024,AK-653,100000,AH,AH 234068,234068,KOLLAM
26/05/2024,AK-653,100000,AJ,AJ 438680,438680,PATHANAMTHITTA
26/05/2024,AK-653,100000,AK,AK 268443,268443,ERNAKULAM
26/05/2024,AK-653,100000,AL,AL 908761,908761,PUNALUR
26/05/2024,AK-653,100000,AM,AM 575104,575104,ERNAKULAM
02/06/2024,AK-654,7000000,AX,AX 235952,235952,ALAPPUZHA
02/06/2024,AK-654,500000,AO,AO 623934,623934,PALAKKAD
02/06/2024,AK-654,100000,AN,AN 341133,341133,KANNUR
02/06/2024,AK-654,100000,AO,AO 799141,799141,KANNUR
02/06/2024,AK-654,100000,AP,AP 917415,917415,THIRUR
02/06/2024,AK-654,100000,AR,AR 399512,399512,KASARAGOD
02/06/2024,AK-654,100000,AS,AS 854525,854525,CHITTUR
02/06/2024,AK-654,100000,AT,AT 878478,878478,MANANTHAVADY
02/06/2024,AK-654,100000,AU,AU 190578,190578,WAYANADU
02/06/2024,AK-654,100000,AV,AV 494514,494514,PAYYANUR
02/06/2024,AK-654,100000,AW,AW 958782,958782,KARUNAGAPALLY
02/06/2024,AK-654,100000,AX,AX 272402,272402,NEYYATTINKARA
02/06/2024,AK-654,100000,AY,AY 709080,709080,PATTAMBI
02/06/2024,AK-654,100000,AZ,AZ 334657,334657,PATTAMBI
09/06/2024,AK-655,7000000,AC,AC 565734,565734,KOLLAM
09/06/2024,AK-655,500000,AL,AL 208300,208300,KOLLAM
09/06/2024,AK-655,100000,AA,AA 334569,334569,PATTAMBI
09/06/2024,AK-655,100000,AB,AB 547849,547849,ERNAKULAM
09/06/2024,AK-655,100000,AC,AC 595078,595078,KANNUR
09/06/2024,AK-655,100000,AD,AD 402469,402469,KOLLAM
09/06/2024,AK-655,100000,AE,AE 566382,566382,PALAKKAD
09/06/2024,AK-655,100000,AF,AF 549902,549902,ERNAKULAM
09/06/2024,AK-655,100000,AG,AG 121255,121255,IRINJALAKUDA
09/06/2024,AK-655,100000,AH,AH 951985,951985,WAYANADU
09/06/2024,AK-655,100000,AJ,AJ 756276,756276,WAYANADU
09/06/2024,AK-655,100000,AK,AK 555239,555239,PATHANAMTHITTA
09/06/2024,AK-655,100000,AL,AL 591015,591015,KOZHIKKODE
09/06/2024,AK-655,100000,AM,AM 956446,956446,KOLLAM
16/06/2024,AK-656,7000000,AO,AO 145065,145065,KOTTAYAM
16/06/2024,AK-656,500000,AU,AU 295794,295794,VADAKARA
16/06/2024,AK-656,100000,AN,AN 263232,263232,KOTTAYAM
16/06/2024,AK-656,100000,AO,AO 782737,782737,ALAPPUZHA
16/06/2024,AK-656,100000,AP,AP 233177,233177,THIRUVANANTHAPURAM
16/06/2024,AK-656,100000,AR,AR 185714,185714,PALAKKAD
16/06/2024,AK-656,100000,AS,AS 213208,213208,PALAKKAD
16/06/2024,AK-656,100000,AT,AT 210769,210769,PALAKKAD
16/06/2024,AK-656,100000,AU,AU 459514,459514,THIRUR
16/06/2024,AK-656,100000,AV,AV 853867,853867,KASARAGOD
16/06/2024,AK-656,100000,AW,AW 534060,534060,PAYYANUR
16/06/2024,AK-656,100000,AX,AX 539835,539835,ERNAKULAM
16/06/2024,AK-656,100000,AY,AY 555098,555098,WAYANADU
16/06/2024,AK-656,100000,AZ,AZ 792405,792405,ERNAKULAM
23/06/2024,AK-657,7000000,AA,AA 502380,502380,KANNUR
23/06/2024,AK-657,500000,AL,AL 905704,905704,ADOOR
23/06/2024,AK-657,100000,AA,AA 760895,760895,MOOVATTUPUZHA
23/06/2024,AK-657,100000,AB,AB 674763,674763,IRINJALAKUDA
23/06/2024,AK-657,100000,AC,AC 437126,437126,THRISSUR
23/06/2024,AK-657,100000,AD,AD 946970,946970,KATTAPPANA
23/06/2024,AK-657,100000,AE,AE 581217,581217,MALAPPURAM
23/06/2024,AK-657,100000,AF,AF 956645,956645,KARUNAGAPALLY
23/06/2024,AK-657,100000,AG,AG 309099,309099,NEYYATTINKARA
23/06/2024,AK-657,100000,AH,AH 823022,823022,KANNUR
23/06/2024,AK-657,100000,AJ,AJ 117185,117185,ATTINGAL
23/06/2024,AK-657,100000,AK,AK 115598,115598,NEYYATTINKARA
23/06/2024,AK-657,100000,AL,AL 944915,944915,THIRUR
23/06/2024,AK-657,100000,AM,AM 971280,971280,ADIMALY
30/06/2024,AK-658,7000000,AS,AS 585027,585027,THIRUVANANTHAPURAM
30/06/2024,AK-658,500000,AT,AT 853455,853455,KANHANGAD
30/06/2024,AK-658,100000,AN,AN 524207,524207,NEYYATTINKARA
30/06/2024,AK-658,100000,AO,AO 921496,921496,PUNALUR
30/06/2024,AK-658,100000,AP,AP 532215,532215,KANHANGAD
30/06/2024,AK-658,100000,AR,AR 489424,489424,NEYYATTINKARA
30/06/2024,AK-658,100000,AS,AS 958413,958413,KAYAMKULAM
30/06/2024,AK-658,100000,AT,AT 599052,599052,KOTTAYAM
30/06/2024,AK-658,100000,AU,AU 537420,537420,PATHANAMTHITTA
30/06/2024,AK-658,100000,AV,AV 735802,735802,ATTINGAL
30/06/2024,AK-658,100000,AW,AW 342460,342460,KANNUR
30/06/2024,AK-658,100000,AX,AX 515944,515944,PAYYANUR
30/06/2024,AK-658,100000,AY,AY 456364,456364,IRINJALAKUDA
30/06/2024,AK-658,100000,AZ,AZ 528251,528251,ATTINGAL
07/07/2024,AK-659,7000000,AJ,AJ 456729,456729,CHITTUR
07/07/2024,AK-659,500000,AH,AH 508927,508927,CHITTUR
07/07/2024,AK-659,100000,AA,AA 616956,616956,ERNAKULAM
07/07/2024,AK-659,100000,AB,AB 201240,201240,THRISSUR
07/07/2024,AK-659,100000,AC,AC 170052,170052,THIRUVANANTHAPURAM
07/07/2024,AK-659,100000,AD,AD 845368,845368,MOOVATTUPUZHA
07/07/2024,AK-659,100000,AE,AE 135850,135850,NEYYATTINKARA
07/07/2024,AK-659,100000,AF,AF 609517,609517,ALAPPUZHA
07/07/2024,AK-659,100000,AG,AG 472170,472170,KOZHIKKODE
07/07/2024,AK-659,100000,AH,AH 591925,591925,PALAKKAD
07/07/2024,AK-659,100000,AJ,AJ 998770,998770,PAYYANUR
07/07/2024,AK-659,100000,AK,AK 260607,260607,KOTTAYAM
07/07/2024,AK-659,100000,AL,AL 449165,449165,PATTAMBI
07/07/2024,AK-659,100000,AM,AM 250699,250699,ERNAKULAM
14/07/2024,AK-660,7000000,AV,AV 563324,563324,PATHANAMTHITTA
14/07/2024,AK-660,500000,AX,AX 891915,891915,MOOVATTUPUZHA
14/07/2024,AK-660,100000,AN,AN 100139,100139,PALAKKAD
14/07/2024,AK-660,100000,AO,AO 243884,243884,ERNAKULAM
14/07/2024,AK-660,100000,AP,AP 756234,756234,WAYANADU
14/07/2024,AK-660,100000,AR,AR 238728,238728,ERNAKULAM
14/07/2024,AK-660,100000,AS,AS 839745,839745,ALAPPUZHA
14/07/2024,AK-660,100000,AT,AT 729214,729214,KOTTAYAM
14/07/2024,AK-660,100000,AU,AU 579533,579533,KOZHIKKODE
14/07/2024,AK-660,100000,AV,AV 936010,936010,PUNALUR
14/07/2024,AK-660,100000,AW,AW 970690,970690,ADIMALY
14/07/2024,AK-660,100000,AX,AX 569101,569101,WAYANADU
14/07/2024,AK-660,100000,AY,AY 175518,175518,KANNUR
14/07/2024,AK-660,100000,AZ,AZ 173224,173224,ERNAKULAM
21/07/2024,AK-661,7000000,AF,AF 307150,307150,KATTAPPANA
21/07/2024,AK-661,500000,AE,AE 919608,919608,ERNAKULAM
21/07/2024,AK-661,100000,AA,AA 517599,517599,VAIKKOM
21/07/2024,AK-661,100000,AB,AB 518354,518354,VAIKKOM
21/07/2024,AK-661,100000,AC,AC 526729,526729,PATTAMBI
21/07/2024,AK-661,100000,AD,AD 202502,202502,THRISSUR
21/07/2024,AK-661,100000,AE,AE 587875,587875,KOTTAYAM
21/07/2024,AK-661,100000,AF,AF 997624,997624,VADAKARA
21/07/2024,AK-661,100000,AG,AG 902898,902898,ADOOR
21/07/2024,AK-661,100000,AH,AH 768924,768924,MALAPPURAM
21/07/2024,AK-661,100000,AJ,AJ 462148,462148,ERNAKULAM
21/07/2024,AK-661,100000,AK,AK 809887,809887,KANNUR
21/07/2024,AK-661,100000,AL,AL 810315,810315,KANNUR
21/07/2024,AK-661,100000,AM,AM 105492,105492,IRINJALAKUDA
28/07/2024,AK-662,7000000,AS,AS 208368,208368,THIRUVANANTHAPURAM
28/07/2024,AK-662,500000,AN,AN 283650,283650,CHITTUR
28/07/2024,AK-662,100000,AN,AN 897796,897796,THIRUR
28/07/2024,AK-662,100000,AO,AO 107542,107542,KANHANGAD
28/07/2024,AK-662,100000,AP,AP 597526,597526,KOLLAM
28/07/2024,AK-662,100000,AR,AR 487979,487979,ADOOR
28/07/2024,AK-662,100000,AS,AS 350230,350230,PALAKKAD
28/07/2024,AK-662,100000,AT,AT 124848,124848,PATTAMBI
28/07/2024,AK-662,100000,AU,AU 775281,775281,ALAPPUZHA
28/07/2024,AK-662,100000,AV,AV 245273,245273,IDUKKI
28/07/2024,AK-662,100000,AW,AW 944592,944592,VADAKARA
28/07/2024,AK-662,100000,AX,AX 632721,632721,ALAPPUZHA
28/07/2024,AK-662,100000,AY,AY 866461,866461,VADAKARA
28/07/2024,AK-662,100000,AZ,AZ 266714,266714,THIRUR
04/08/2024,AK-663,7000000,AG,AG 622939,622939,THIRUVANANTHAPURAM
04/08/2024,AK-663,500000,AJ,AJ 125806,125806,CHITTUR
04/08/2024,AK-663,100000,AA,AA 152641,152641,PALAKKAD
04/08/2024,AK-663,100000,AB,AB 428145,428145,ALAPPUZHA
04/08/2024,AK-663,100000,AC,AC 157921,157921,THRISSUR
04/08/2024,AK-663,100000,AD,AD 387688,387688,ERNAKULAM
04/08/2024,AK-663,100000,AE,AE 315528,315528,VADAKARA
04/08/2024,AK-663,100000,AF,AF 728815,728815,THRISSUR
04/08/2024,AK-663,100000,AG,AG 944237,944237,CHITTUR
04/08/2024,AK-663,100000,AH,AH 149586,149586,PALAKKAD
04/08/2024,AK-663,100000,AJ,AJ 471092,471092,WAYANADU
04/08/2024,AK-663,100000,AK,AK 853574,853574,ERNAKULAM
04/08/2024,AK-663,100000,AL,AL 909230,909230,PALAKKAD
04/08/2024,AK-663,100000,AM,AM 811911,811911,PATHANAMTHITTA
11/08/2024,AK-664,7000000,AS,AS 990451,990451,PALAKKAD
11/08/2024,AK-664,500000,AY,AY 240902,240902,THRISSUR
11/08/2024,AK-664,100000,AN,AN 328650,328650,PUNALUR
11/08/2024,AK-664,100000,AO,AO 309158,309158,PAYYANUR
11/08/2024,AK-664,100000,AP,AP 174974,174974,KOTTAYAM
11/08/2024,AK-664,100000,AR,AR 941175,941175,KARUNAGAPALLY
11/08/2024,AK-664,100000,AS,AS 163880,163880,THRISSUR
11/08/2024,AK-664,100000,AT,AT 666252,666252,MOOVATTUPUZHA
11/08/2024,AK-664,100000,AU,AU 990404,990404,PALAKKAD
11/08/2024,AK-664,100000,AV,AV 123180,123180,CHITTUR
11/08/2024,AK-664,100000,AW,AW 439543,439543,MALAPPURAM
11/08/2024,AK-664,100000,AX,AX 197228,197228,KOZHIKKODE
11/08/2024,AK-664,100000,AY,AY 759731,759731,ERNAKULAM
11/08/2024,AK-664,100000,AZ,AZ 345721,345721,KOLLAM
18/08/2024,AK-665,7000000,AH,AH 486782,486782,PAYYANUR
18/08/2024,AK-665,500000,AM,AM 956308,956308,KOLLAM
18/08/2024,AK-665,100000,AA,AA 302465,302465,THRISSUR
18/08/2024,AK-665,100000,AB,AB 229174,229174,KOLLAM
18/08/2024,AK-665,100000,AC,AC 484783,484783,CHITTUR
18/08/2024,AK-665,100000,AD,AD 175557,175557,KOLLAM
18/08/2024,AK-665,100000,AE,AE 480480,480480,ATTINGAL
18/08/2024,AK-665,100000,AF,AF 279209,279209,PUNALUR
18/08/2024,AK-665,100000,AG,AG 111772,111772,IRINJALAKUDA
18/08/2024,AK-665,100000,AH,AH 151205,151205,ERNAKULAM
18/08/2024,AK-665,100000,AJ,AJ 952518,952518,CHITTUR
18/08/2024,AK-665,100000,AK,AK 971397,971397,IDUKKI
18/08/2024,AK-665,100000,AL,AL 128945,128945,GURUVAYOOR
18/08/2024,AK-665,100000,AM,AM 564409,564409,THRISSUR
25/08/2024,AK-666,7000000,AX,AX 490210,490210,NEYYATTINKARA
25/08/2024,AK-666,500000,AS,AS 810391,810391,THRISSUR
25/08/2024,AK-666,100000,AN,AN 730163,730163,WAYANADU
25/08/2024,AK-666,100000,AO,AO 607358,607358,ERNAKULAM
25/08/2024,AK-666,100000,AP,AP 407879,407879,KANNUR
25/08/2024,AK-666,100000,AR,AR 907405,907405,PATTAMBI
25/08/2024,AK-666,100000,AS,AS 428769,428769,MALAPPURAM
25/08/2024,AK-666,100000,AT,AT 843953,843953,KASARAGOD
25/08/2024,AK-666,100000,AU,AU 908510,908510,WAYANADU
25/08/2024,AK-666,100000,AV,AV 111955,111955,GURUVAYOOR
25/08/2024,AK-666,100000,AW,AW 620194,620194,IDUKKI
25/08/2024,AK-666,100000,AX,AX 123612,123612,VAIKKOM
25/08/2024,AK-666,100000,AY,AY 197935,197935,KOLLAM
25/08/2024,AK-666,100000,AZ,AZ 600418,600418,KANNUR
01/09/2024,AK-667,7000000,AF,AF 267803,267803,NEYYATTINKARA
01/09/2024,AK-667,500000,AF,AF 675470,675470,KANHANGAD
01/09/2024,AK-667,100000,AA,AA 359745,359745,KOLLAM
01/09/2024,AK-667,100000,AB,AB 325061,325061,VADAKARA
01/09/2024,AK-667,100000,AC,AC 816366,816366,THIRUVANANTHAPURAM
01/09/2024,AK-667,100000,AD,AD 973715,973715,THRISSUR
01/09/2024,AK-667,100000,AE,AE 159474,159474,KANNUR
01/09/2024,AK-667,100000,AF,AF 350055,350055,KOTTAYAM
01/09/2024,AK-667,100000,AG,AG 680796,680796,KOTTAYAM
01/09/2024,AK-667,100000,AH,AH 391532,391532,KASARAGOD
01/09/2024,AK-667,100000,AJ,AJ 424067,424067,MALAPPURAM
01/09/2024,AK-667,100000,AK,AK 326221,326221,KATTAPPANA
